index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred
170,attribute_comparison,train_and_plane,James's home country is at a large distance from USA. Last year James travelled via plane and reached in 21 hours.,Plane is a faster way of travelling than train,"{'question_text': 'This year James decided to take train to go back home. How many hours it can take to reach the home?', 'options': [{'A': 6}, {'B': 28}, {'C': 13}, {'D': 10}, {'E': 'None'}], 'value_answer': [28], 'option_answer': ['B'], 'other': {'given_value': 21, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",This year James decided to take train to go back home. How many hours it can take to reach the home?,"[{'A': 6}, {'B': 28}, {'C': 13}, {'D': 10}, {'E': 'None'}]",[28],['B'],Neeraj,"[6, 10, 13, 28]"
1082,implicit_numerical_knowledge,quarter,"While walking on the street, Lincoln found 7 quarters and a few cents lying on the curb.",1 quarter is 25 cents,"{'question_text': 'What worth of coins could Lincoln have found?', 'options': [{'A': 169}, {'B': 165}, {'C': 173}, {'D': 177}], 'value_answer': [177], 'option_answer': ['D'], 'other': {'given_value': 175, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What worth of coins could Lincoln have found?,"[{'A': 169}, {'B': 165}, {'C': 173}, {'D': 177}]",[177],['D'],Neeraj,"[169, 173, 177]"
522,attribute_comparison,diffusion_and_mass,Jace as part of his assignment was given a problem about Graham's law. The question stated that the rate of diffusion of gas with higher molar mass is 24 units.,The rate of diffusion is inversely proportional to the molar mass.,"{'question_text': 'What could be the rate of diffusion of other gas?', 'options': [{'A': 22}, {'B': 29}, {'C': 24}, {'D': 17}], 'value_answer': [29], 'option_answer': ['B'], 'other': {'given_value': 24, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the rate of diffusion of other gas?,"[{'A': 22}, {'B': 29}, {'C': 24}, {'D': 17}]",[29],['B'],Yamini,"[22, 29, 24]"
718,attribute_comparison,store_files,Adam bought two external USB drives of different capacity. It is known that each file is the same size. 399 is the file numbers which can be stored on a larger size USB drive.,The number of files of equal sizes that can be stored is directly proportional to storage size.,"{'question_text': 'What number of equal sized files could be stored in smaller drive?', 'options': [{'A': 380}, {'B': 358}, {'C': 431}, {'D': 411}], 'value_answer': [380, 358], 'option_answer': ['A', 'B'], 'other': {'given_value': 399, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What number of equal sized files could be stored in smaller drive?,"[{'A': 380}, {'B': 358}, {'C': 431}, {'D': 411}]","[380, 358]","['A', 'B']",Sidharth,"[380, 358, 411]"
1097,implicit_numerical_knowledge,square,"To protect the square garden of side length 6 units from invaders, Bennett fenced some of the uncovered sides of his garden with wires.",A square has four sides of equal length,"{'question_text': 'What length wire could be used for fencing with wastage?', 'options': [{'A': 27}, {'B': 19}, {'C': 22}, {'D': 21}], 'value_answer': [27], 'option_answer': ['A'], 'other': {'given_value': 24, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What length wire could be used for fencing with wastage?,"[{'A': 27}, {'B': 19}, {'C': 22}, {'D': 21}]",[27],['A'],Neeraj,"[19, 21]"
353,attribute_comparison,weight_and_volume,John's has two identical cylindrical shaped bottles. The bottle having higher weight has 19 units of water.,Larger amount of water have more weight.,"{'question_text': 'What could be the amount of water in other bottle ?', 'options': [{'A': 13}, {'B': 14}, {'C': 22}, {'D': 24}], 'value_answer': [13, 14], 'option_answer': ['A', 'B'], 'other': {'given_value': 19, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the amount of water in other bottle ?,"[{'A': 13}, {'B': 14}, {'C': 22}, {'D': 24}]","[13, 14]","['A', 'B']",Saurabh,"[14, 22, 24]"
984,implicit_numerical_knowledge,bike_tires,"In a parking lot, there are more than 2 bikes. Connor needs to test air in all the tires of the bikes.",A bike has 2 tires,"{'question_text': 'How many tires Connor could be required to test?', 'options': [{'A': 2}, {'B': 8}, {'C': 0}, {'D': 6}], 'value_answer': [8, 6], 'option_answer': ['B', 'D'], 'other': {'given_value': 4, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many tires Connor could be required to test?,"[{'A': 2}, {'B': 8}, {'C': 0}, {'D': 6}]","[8, 6]","['B', 'D']",Neeraj,"[8, 6]"
324,attribute_comparison,momentum_and_velocity,Anthony's experiment is to observe the relationship between the momentum and speed for two objects that move with different speed.The objects are identical in nature. The quicker object has a momentum of 792 units.,Momentum is directly proportional to velocity.,"{'question_text': 'What could be momentum of the faster object?', 'options': [{'A': 799}, {'B': 791}, {'C': 795}, {'D': 796}], 'value_answer': [799, 795, 796], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 792, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be momentum of the faster object?,"[{'A': 799}, {'B': 791}, {'C': 795}, {'D': 796}]","[799, 795, 796]","['A', 'C', 'D']",Himanshu,"[795, 796]"
1383,non_numerical,cook,A restaurant recently hired few cooks for preparing an item.,A cook is a person who prepares food in the restaurant.,"{'question_text': 'What item could have been prepared by the cook?', 'options': [{'A': 'pasta'}, {'B': 'noodles'}, {'C': 'pot'}, {'D': 'lock'}], 'value_answer': ['pasta', 'noodles'], 'option_answer': ['A', 'B'], 'other': {}}",What item could have been prepared by the cook?,"[{'A': 'pasta'}, {'B': 'noodles'}, {'C': 'pot'}, {'D': 'lock'}]","['pasta', 'noodles']","['A', 'B']",Saurabh,"[pasta, noodles]"
1564,non_numerical,triangle_sides,"In an inter school mathematical competition, Benjamin was given many shapes and was asked to identify all the triangles among those shaps.",A triangle has three sides.,"{'question_text': 'What could be the number of sides of the selected shape?', 'options': [{'A': 'zero'}, {'B': 'five'}, {'C': 'two'}, {'D': 'three'}], 'value_answer': ['three'], 'option_answer': ['D'], 'other': {}}",What could be the number of sides of the selected shape?,"[{'A': 'zero'}, {'B': 'five'}, {'C': 'two'}, {'D': 'three'}]",['three'],['D'],Sidharth,[3]
9,attribute_comparison,age,"Bentley has a cousin who is older than him, the age of his cousin is 22 years old.",Elder person has more age than a younger person,"{'question_text': 'How old could Bentley be?', 'options': [{'A': 15}, {'B': 27}, {'C': 21}, {'D': 25}, {'E': 'None'}], 'value_answer': [15, 21], 'option_answer': ['A', 'C'], 'other': {'given_value': 22, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How old could Bentley be?,"[{'A': 15}, {'B': 27}, {'C': 21}, {'D': 25}, {'E': 'None'}]","[15, 21]","['A', 'C']",Neeraj,"[15, 21, 25]"
0,attribute_comparison,account_balance,Charlie has 622 dollars in his account. He wants to buy a bike.,One can not withdraw more money than the amount in their bank account,"{'question_text': 'At what cost could Charlie buy the vehicle from his account?', 'options': [{'A': 550}, {'B': 350}, {'C': 650}, {'D': 750}, {'E': 'None'}], 'value_answer': [550, 350], 'option_answer': ['A', 'B'], 'other': {'given_value': 622, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",At what cost could Charlie buy the vehicle from his account?,"[{'A': 550}, {'B': 350}, {'C': 650}, {'D': 750}, {'E': 'None'}]","[550, 350]","['A', 'B']",Neeraj,"[550, 350]"
365,attribute_comparison,cylinder_and_volume,William's has two cylindrical shaped bottles with same radius. Volume of the bottle having less height is 35 units.,Volume of the cylinder is directly proportional to height.,"{'question_text': 'What could be the volume of the other bottle?', 'options': [{'A': 31}, {'B': 33}, {'C': 30}, {'D': 32}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 35, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the volume of the other bottle?,"[{'A': 31}, {'B': 33}, {'C': 30}, {'D': 32}, {'E': 'None'}]",['None'],['E'],Saurabh,"[30, 32]"
1262,non_numerical,flammable_object,Tyler have to use a non-hazardous chemical to clean his car.,Chemicals with higher flash points are less hazardous than chemicals with lower flash points and water does not have a flash point.,"{'question_text': 'What could be the non hazadrous chemical?', 'options': [{'A': 'gasoline'}, {'B': 'acetone'}, {'C': 'water'}, {'D': 'alcohol'}], 'value_answer': ['water'], 'option_answer': ['C'], 'other': {}}",What could be the non hazadrous chemical?,"[{'A': 'gasoline'}, {'B': 'acetone'}, {'C': 'water'}, {'D': 'alcohol'}]",['water'],['C'],Yamini,[C]
1533,non_numerical,wood_and_termites,Lincoln has a beautiful wooden house but it was damaged due to insects.,Termites can chew the wood and destroy anything that is made of wood.,"{'question_text': 'What could be the insect?', 'options': [{'A': 'Ants'}, {'B': 'Bed Bugs'}, {'C': 'Lice'}, {'D': 'Termites'}], 'value_answer': ['Termites'], 'option_answer': ['D'], 'other': {}}",What could be the insect?,"[{'A': 'Ants'}, {'B': 'Bed Bugs'}, {'C': 'Lice'}, {'D': 'Termites'}]",['Termites'],['D'],Sivapriya,"[{'A': 'Ants'}, {'D': 'Termites'}]"
236,attribute_comparison,speed_and_time,"Cole's friend started from Cole's home and reached the destination an hour late. However, Cole who started at the same time and was travelling at the rate of 91 mph reached the destination in 2 hours.",Faster body takes lesser time to travel.,"{'question_text': ""What could have been the speed at which Cole's friend was travelling?"", 'options': [{'A': 94}, {'B': 93}, {'C': 88}, {'D': 95}, {'E': 'None'}], 'value_answer': [88], 'option_answer': ['C'], 'other': {'given_value': 91, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could have been the speed at which Cole's friend was travelling?,"[{'A': 94}, {'B': 93}, {'C': 88}, {'D': 95}, {'E': 'None'}]",[88],['C'],Kevin,"[94, 93, 95]"
961,change_with_action,teaching,"In a week, Tyler spends 8 hours in studying Maths and studies multiple subjects.","In a school that teacher multiple subjects, time devoted to one subject would be less than the time students spend in school","{'question_text': 'How many hours can Tyler spend in studying in total?', 'options': [{'A': 12}, {'B': 6}, {'C': 5}, {'D': 8}, {'E': 'None'}], 'value_answer': [12], 'option_answer': ['A'], 'other': {'given_value': 8, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many hours can Tyler spend in studying in total?,"[{'A': 12}, {'B': 6}, {'C': 5}, {'D': 8}, {'E': 'None'}]",[12],['A'],Neeraj,"[12, 8]"
989,implicit_numerical_knowledge,bones,"In an accident, a few of Hudson's bones broke.",A human body has 206 bones,"{'question_text': 'How many hours could Hudson takes to study all the bones of the human body?', 'options': [{'A': 210}, {'B': 196}, {'C': 200}, {'D': 198}, {'E': 'None'}], 'value_answer': [196, 200, 198], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 206, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many hours could Hudson takes to study all the bones of the human body?,"[{'A': 210}, {'B': 196}, {'C': 200}, {'D': 198}, {'E': 'None'}]","[196, 200, 198]","['B', 'C', 'D']",Neeraj,"[196, 198, 200]"
948,change_with_action,selling,Isaac bought a phone at a discounted price of 515 dollars.,Selling price of an object decreases if discount is given,"{'question_text': 'What could have been the original price of that phone?', 'options': [{'A': 575}, {'B': 600}, {'C': 550}, {'D': 525}], 'value_answer': [575, 600, 550, 525], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 515, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the original price of that phone?,"[{'A': 575}, {'B': 600}, {'C': 550}, {'D': 525}]","[575, 600, 550, 525]","['A', 'B', 'C', 'D']",Neeraj,"[575, 600, 550]"
1443,non_numerical,thorn_flower,"Atlas is the owner of a flower shop. In the morning, he went to his garden to pluck some flowers, during which he got pricked by one of the plants.",Flowering plants like roses and firethorn have thorns whereas daisy and lily don't have thorns.,"{'question_text': 'What could be the plant?', 'options': [{'A': 'rose'}, {'B': 'firethorn'}, {'C': 'lily'}, {'D': 'daisy'}], 'value_answer': ['rose', 'firethorn'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the plant?,"[{'A': 'rose'}, {'B': 'firethorn'}, {'C': 'lily'}, {'D': 'daisy'}]","['rose', 'firethorn']","['A', 'B']",Saurabh,[firethorn]
1416,non_numerical,pearl,A shop sells  pearls. The shop owner asked Jude to collect more pearls for the shop.,Oyster make pearls inside their shell.,"{'question_text': 'What he could be collecting?', 'options': [{'A': 'car'}, {'B': 'sharks'}, {'C': 'oyster'}, {'D': 'crab'}], 'value_answer': ['oyster'], 'option_answer': ['C'], 'other': {}}",What he could be collecting?,"[{'A': 'car'}, {'B': 'sharks'}, {'C': 'oyster'}, {'D': 'crab'}]",['oyster'],['C'],Saurabh,[C]
446,attribute_comparison,students_classroom,Alex is scheduling the classroom and timing for the Statistics course. There are two classrooms available for this course. The smaller classroom amongst both can accommodate a maximum of 154 students.,Maximum Number of students that can be occupied is directly proportional to the classroom size.,"{'question_text': 'What could be the maximum number of students another classroom could accommodate?', 'options': [{'A': 149}, {'B': 154}, {'C': 148}, {'D': 147}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 154, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the maximum number of students another classroom could accommodate?,"[{'A': 149}, {'B': 154}, {'C': 148}, {'D': 147}, {'E': 'None'}]",['None'],['E'],Saurabh,"[154, 148]"
