index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred,TotalRes,Matches,GPT3Pred2List,ProbableFPLenth,FalsePositives
1544,non_numerical,equilateral_triangle_sides,Nicolas was solving a question on equilateral triangle. It was given that the length of two sides of the triangle are same.,The sides of equilateral triangles are equal.,"{'question_text': 'What could be the length of the third side in comparison to the other two sides?', 'options': [{'A': 'Greater'}, {'B': 'Lesser'}, {'C': 'None'}, {'D': 'Equal'}], 'value_answer': ['Equal'], 'option_answer': ['D'], 'other': {}}",What could be the length of the third side in comparison to the other two sides?,"[{'A': 'Greater'}, {'B': 'Lesser'}, {'C': 'None'}, {'D': 'Equal'}]","[""'Equal'""]",['D'],Sidharth,"[Greater, Equal]",1,0,"['Greater', 'Equal']",2,1
1308,non_numericalSG,dice,"Isaac and his friends were playing a game in which they had to get the number more than each other in order to win. His friend got 5 on the dice, but still Isaac won.",A dice has distinct numbers from 1 to 6,"{'question_text': 'What could be the number?', 'options': [{'A': '4'}, {'B': '5'}, {'C': '3'}, {'D': '6'}], 'value_answer': ['6'], 'option_answer': ['D'], 'other': {}}",What could be the number?,"[{'A': '4'}, {'B': '5'}, {'C': '3'}, {'D': '6'}]","[""'6'""]",['D'],Sidharth,"[4, 5, 3, 6]",1,0,"['4', '5', '3', '6']",4,3
347,attribute_comparison,water_and_volume,Jacob's is filling two bottles which are in a cylindrical shape. One of the bottles that had greater volume was filled with 48 units of water.,Larger volume holds lager amount of water.,"{'question_text': 'What could be the amount of water in other bottle ?', 'options': [{'A': 45}, {'B': 50}, {'C': 43}, {'D': 51}], 'value_answer': [45, 43], 'option_answer': ['A', 'C'], 'other': {'given_value': 48, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the amount of water in other bottle ?,"[{'A': 45}, {'B': 50}, {'C': 43}, {'D': 51}]","['45', '43']","['A', 'C']",Saurabh,"[45, 50]",2,1,"['45', '50']",2,0
997,implicit_numerical_knowledge,car_wheels,"In a mechanic shop, more than 8 cars arrived to repair their tires. Cameron was assigned to do these repairs by his manager at the shop.",A car has 4 wheels,"{'question_text': 'How many tires Cameron could be required to test?', 'options': [{'A': 24}, {'B': 36}, {'C': 32}, {'D': 28}], 'value_answer': [36], 'option_answer': ['B'], 'other': {'given_value': 32, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many tires Cameron could be required to test?,"[{'A': 24}, {'B': 36}, {'C': 32}, {'D': 28}]",['36'],['B'],Neeraj,"[32, 28]",1,0,"['32', '28']",2,1
602,attribute_comparison,pressure_and_volume,"To identify optimal gases to be used in airbags, Justin was pressure testing it with two gases. The volume of gas with lower pressure is 19 units.",The volume of an ideal gas is inversely proportional to the pressure of the gas.,"{'question_text': 'What could be the volume of the other gas?', 'options': [{'A': 17}, {'B': 15}, {'C': 14}, {'D': 21}], 'value_answer': [17, 15, 14], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 19, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the volume of the other gas?,"[{'A': 17}, {'B': 15}, {'C': 14}, {'D': 21}]","['17', '15', '14']","['A', 'B', 'C']",Yamini,"[17, 21]",3,1,"['17', '21']",2,-1
269,attribute_comparison,vehicle_and_garage,260 spots are there in a parking lot.,Number of vehicles in garage can not be more than the total number of spots in the garage.,"{'question_text': 'How many cars can this garage accommodate?', 'options': [{'A': 245}, {'B': 240}, {'C': 275}, {'D': 280}, {'E': 'None'}], 'value_answer': [245, 240], 'option_answer': ['A', 'B'], 'other': {'given_value': 260, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many cars can this garage accommodate?,"[{'A': 245}, {'B': 240}, {'C': 275}, {'D': 280}, {'E': 'None'}]","['245', '240']","['A', 'B']",Kevin,"[245, 240]",2,2,"['245', '240']",2,0
1016,implicit_numerical_knowledge,cards,"Carlos had a deck of cards. On his last trip to Vegas, he lost all the red cards and a few other cards.","In a deck of cards, there are 52 cards out of which 26 are black","{'question_text': 'How many cards could he be having now?', 'options': [{'A': 14}, {'B': 10}, {'C': 42}, {'D': 26}], 'value_answer': [14, 10], 'option_answer': ['A', 'B'], 'other': {'given_value': 26, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many cards could he be having now?,"[{'A': 14}, {'B': 10}, {'C': 42}, {'D': 26}]","['14', '10']","['A', 'B']",Neeraj,"[14, 10, 42, 26]",2,2,"['14', '10', '42', '26']",4,2
1524,non_numerical,touch_me_not_plant,Anthony visited a garden where he touched a plant and it quickly closed his leaves.,"Mimosa pudica, also called sensitive plant, sleepy plant, action plant, touch-me-not, shame plant is a creeping annual or perennial flowering plant of the pea/legume family Fabaceae. It responds to touch and other stimulation by rapidly closing its leaves and drooping.","{'question_text': 'What could be the plant?', 'options': [{'A': 'mimosa pudica'}, {'B': 'rose'}, {'C': 'jasmine'}, {'D': 'Hibiscus'}], 'value_answer': ['mimosa pudica'], 'option_answer': ['A'], 'other': {}}",What could be the plant?,"[{'A': 'mimosa pudica'}, {'B': 'rose'}, {'C': 'jasmine'}, {'D': 'Hibiscus'}]","[""'mimosa pudica'""]",['A'],Sivapriya,['mimosa pudica'],1,1,"[""'mimosa pudica'""]",1,0
1115,implicit_numerical_knowledge,dozen,Edward is preparing dinner. He has a dozen of eggs and he cracked some eggs to prepare food.,A dozen has 12 items,"{'question_text': 'How many eggs does Edward have such that it is not cracked?.', 'options': [{'A': 14}, {'B': 12}, {'C': 13}, {'D': 10}, {'E': 'None'}], 'value_answer': [10], 'option_answer': ['D'], 'other': {'given_value': 12, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many eggs does Edward have such that it is not cracked?.,"[{'A': 14}, {'B': 12}, {'C': 13}, {'D': 10}, {'E': 'None'}]",['10'],['D'],Saurabh,"[13, 12]",1,0,"['13', '12']",2,1
1088,implicit_numerical_knowledge,soccer,A new jersey was sent to the players of both teams of a soccer game. Some of them did not get the jersey.,There are 11 players in a team of soccer and a game has 2 teams,"{'question_text': 'How many players could have received the jersey?', 'options': [{'A': 23}, {'B': 19}, {'C': 22}, {'D': 20}, {'E': 'None'}], 'value_answer': [19, 20], 'option_answer': ['B', 'D'], 'other': {'given_value': 22, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many players could have received the jersey?,"[{'A': 23}, {'B': 19}, {'C': 22}, {'D': 20}, {'E': 'None'}]","['19', '20']","['B', 'D']",Neeraj,"[23, 19, 22, 20]",2,2,"['23', '19', '22', '20']",4,2
484,attribute_comparison,flow_rate_and_volume,Eric is filling his two water tank. Each tank is being filled by two identical pipes. The water tank that is filled less is being filled by a pipe with flow rate of 45 units.,Volume filled is directly proportional to flow rate,"{'question_text': 'What could be the flow rate of other pipe ?', 'options': [{'A': 43}, {'B': 47}, {'C': 46}, {'D': 42}, {'E': 'None'}], 'value_answer': [47, 46], 'option_answer': ['B', 'C'], 'other': {'given_value': 45, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the flow rate of other pipe ?,"[{'A': 43}, {'B': 47}, {'C': 46}, {'D': 42}, {'E': 'None'}]","['47', '46']","['B', 'C']",Saurabh,"[47, 46]",2,2,"['47', '46']",2,0
228,attribute_comparison,percentile_logic,"In a competitive exam for B-Schools, Oliver scored 73 percentile and had 6369 people scoring lesser than him.",Higher percentile means more people scored lower than you.,"{'question_text': ""If Oliver's friend whose percentile was higher than Oliver, how many candidates scored lesser than him."", 'options': [{'A': 6377}, {'B': 6393}, {'C': 6465}, {'D': 6429}, {'E': 'None'}], 'value_answer': [6377, 6393, 6465, 6429], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 6369, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}","If Oliver's friend whose percentile was higher than Oliver, how many candidates scored lesser than him.","[{'A': 6377}, {'B': 6393}, {'C': 6465}, {'D': 6429}, {'E': 'None'}]","['6377', '6393', '6465', '6429']","['A', 'B', 'C', 'D']",Kevin,"[6377, 6393]",4,2,"['6377', '6393']",2,-2
781,attribute_comparison,frequency_and_time,Calvin designed two Sine waves with different periods of time. The time period of first wave is greater than the second wave. The frequency of the first wave is 39 units.,Frequency is inversely proportional to time period.,"{'question_text': 'What could be the frequency of the output wave?', 'options': [{'A': 39}, {'B': 43}, {'C': 38}, {'D': 36}, {'E': 'None'}], 'value_answer': [43], 'option_answer': ['B'], 'other': {'given_value': 39, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the frequency of the output wave?,"[{'A': 39}, {'B': 43}, {'C': 38}, {'D': 36}, {'E': 'None'}]",['43'],['B'],Sivapriya,"[39, 43]",1,1,"['39', '43']",2,1
387,attribute_comparison,flow_rate_and_time,Miles his filling two identical water tanks. Both water tanks have equal capacity to hold the water. One of the water tanks was filled in 36 minutes. This water tanks was being filled by a pipe that had a higher flow rate.,Time taken to fill the container is inversely proportional flow rate.,"{'question_text': 'What could be the time taken by other pipe ?', 'options': [{'A': 39}, {'B': 36}, {'C': 35}, {'D': 33}], 'value_answer': [39], 'option_answer': ['A'], 'other': {'given_value': 36, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the time taken by other pipe ?,"[{'A': 39}, {'B': 36}, {'C': 35}, {'D': 33}]",['39'],['A'],Saurabh,"[39, 36]",1,1,"['39', '36']",2,1
195,attribute_comparison,addition_knowledge,Ivan purchased a barrel of wine and his friend has another barrel that is smaller than the barrel that Ivan had. Both containers were poured into a bigger barrel and the total volume of wine is now 59 units.,The operands are smaller than the sum of operands.,"{'question_text': ""What could have been the volume of liquid in Ivan's barrel?"", 'options': [{'A': 32}, {'B': 116}, {'C': 96}, {'D': 63}], 'value_answer': [32], 'option_answer': ['A'], 'other': {'given_value': 59, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could have been the volume of liquid in Ivan's barrel?,"[{'A': 32}, {'B': 116}, {'C': 96}, {'D': 63}]",['32'],['A'],Kevin,"[32, 63]",1,1,"['32', '63']",2,1
1249,non_numerical,cell_and_waves,Justin proposed using a certain electromagnetic wave for a new cell phone communication line in under developed areas. ,"Cell phones use radio waves to communicate with cell towers, and these waves have wavelengths of approximately 10-1000 m. Cell phone encodes the sounds of the caller's voice in microwaves by changing the frequency of the waves.","{'question_text': 'What could be the type of the waves?', 'options': [{'A': 'radio waves'}, {'B': 'sound waves'}, {'C': 'light waves'}], 'value_answer': ['radio waves'], 'option_answer': ['A'], 'other': {}}",What could be the type of the waves?,"[{'A': 'radio waves'}, {'B': 'sound waves'}, {'C': 'light waves'}]","[""'radio waves'""]",['A'],Yamini,[radio waves],1,0,['radio waves'],1,0
827,attribute_comparison,strain_and_stress,Adriel subjected two balls with stress and more stress was applied to the first ball. The strain developed in the first ball is 35 units.,The strain developed in an object is directly proportional to the stress applied.,"{'question_text': 'What could be the strain developed in the other ball?', 'options': [{'A': 39}, {'B': 37}, {'C': 30}, {'D': 31}], 'value_answer': [30, 31], 'option_answer': ['C', 'D'], 'other': {'given_value': 35, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the strain developed in the other ball?,"[{'A': 39}, {'B': 37}, {'C': 30}, {'D': 31}]","['30', '31']","['C', 'D']",Sivapriya,"[39, 37]",2,0,"['39', '37']",2,0
725,attribute_comparison,tyre_size,Oliver and his friend participates in a contest of cycle racing. His friend's cycle was slow as compared to his cycle. The slow cycle had tyre size of 20,A cycle with larger tyre size runs faster as compared to cycle with smaller tyre size.,"{'question_text': 'What could be the size of the faster cycle?', 'options': [{'A': 16}, {'B': 24}, {'C': 21}, {'D': 18}], 'value_answer': [24, 21], 'option_answer': ['B', 'C'], 'other': {'given_value': 20, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the size of the faster cycle?,"[{'A': 16}, {'B': 24}, {'C': 21}, {'D': 18}]","['24', '21']","['B', 'C']",Sidharth,"[16, 18, 21, 24]",2,2,"['16', '18', '21', '24']",4,2
1533,non_numerical,wood_and_termites,Lincoln has a beautiful wooden house but it was damaged due to insects.,Termites can chew the wood and destroy anything that is made of wood.,"{'question_text': 'What could be the insect?', 'options': [{'A': 'Ants'}, {'B': 'Bed Bugs'}, {'C': 'Lice'}, {'D': 'Termites'}], 'value_answer': ['Termites'], 'option_answer': ['D'], 'other': {}}",What could be the insect?,"[{'A': 'Ants'}, {'B': 'Bed Bugs'}, {'C': 'Lice'}, {'D': 'Termites'}]","[""'Termites'""]",['D'],Sivapriya,"[{'A': 'Ants'}, {'B': 'Bed Bugs'}, {'C': 'Lice'}, {'D': 'Termites'}]",1,1,"[""'A': 'Ants'"", ""'B': 'Bed Bugs'"", ""'C': 'Lice'"", ""'D': 'Termites'""]",4,3
116,attribute_comparison,length_and_resistance,Jonah's experiment is to observe the relationship between resistance and length of two wires. The length of the wire with lower resistance is 24 units.,Resistance is directly proportional to the length of the metalic wire,"{'question_text': 'What could be the length of the other wire?', 'options': [{'A': 21}, {'B': 23}, {'C': 20}, {'D': 24}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 24, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the length of the other wire?,"[{'A': 21}, {'B': 23}, {'C': 20}, {'D': 24}, {'E': 'None'}]","[""'None'""]",['E'],Neeraj,"[23, 20]",1,0,"['23', '20']",2,1
645,attribute_comparison,viscosity_and_temperature,"To identify the best lubricant for the manufacturing equipment, Liam was testing it with two liquids. The temperature of the liquid with lower viscosity is 37 units.",The viscosity of liquids decreases rapidly with an increase in temperature.,"{'question_text': 'What could be the temperature of the other liquid?', 'options': [{'A': 38}, {'B': 41}, {'C': 32}, {'D': 39}], 'value_answer': [32], 'option_answer': ['C'], 'other': {'given_value': 37, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the temperature of the other liquid?,"[{'A': 38}, {'B': 41}, {'C': 32}, {'D': 39}]",['32'],['C'],Yamini,"[38, 41]",1,0,"['38', '41']",2,1
508,attribute_comparison,compressibility_and_pressure,David is an employee at Fire extinguisher manufacturing industry. David is asked to learn and observe how the compressibility factor changes at two different pressure of two identical gases. So David compared the compressibility factor and pressure of both the gases to understand the same. The pressure with higher compressibility factor is 406 Pa.,Compressibility factor is directly proportional to pressure at constant density and temperature of the gas.,"{'question_text': 'What could be the pressure of the other gas?', 'options': [{'A': 415}, {'B': 399}, {'C': 409}, {'D': 407}, {'E': 'None'}], 'value_answer': [399], 'option_answer': ['B'], 'other': {'given_value': 406, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the pressure of the other gas?,"[{'A': 415}, {'B': 399}, {'C': 409}, {'D': 407}, {'E': 'None'}]",['399'],['B'],Yamini,[407],1,0,['407'],1,0
